^ORIGIN_CITY_NAME^DEST_CITY_NAME
14^Guangzhou, China^Saipan, TT
4073^Orlando, FL^Minneapolis, MN
4078^Harrisburg, PA^Atlanta, GA
4081^Chicago, IL^Atlanta, GA
4098^Memphis, TN^Atlanta, GA
4099^Memphis, TN^Atlanta, GA
4139^Manchester, NH^Atlanta, GA
4143^Miami, FL^Atlanta, GA
4144^Miami, FL^Atlanta, GA
4146^Miami, FL^Detroit, MI
4147^Miami, FL^Detroit, MI
4153^Miami, FL^New York, NY
4154^Miami, FL^New York, NY
4155^Miami, FL^New York, NY
4163^Milwaukee, WI^Atlanta, GA
4164^Milwaukee, WI^Detroit, MI
4177^Melbourne, FL^Atlanta, GA
4179^Mobile, AL^Atlanta, GA
4188^Minneapolis, MN^Atlanta, GA
4197^Minneapolis, MN^Boston, MA
4201^Minneapolis, MN^Charlotte, NC
4207^Minneapolis, MN^Washington, DC
4210^Minneapolis, MN^Dallas/Fort Worth, TX
4217^Minneapolis, MN^Detroit, MI
4233^Minneapolis, MN^New York, NY
4237^Minneapolis, MN^Los Angeles, CA
4239^Minneapolis, MN^New York, NY
4241^Minneapolis, MN^Orlando, FL
4258^Minneapolis, MN^Chicago, IL
4270^Minneapolis, MN^San Diego, CA
4273^Minneapolis, MN^Seattle, WA
4277^Minneapolis, MN^Tampa, FL
4281^Minneapolis, MN^Montreal, Canada
4283^New Orleans, LA^Atlanta, GA
4284^New Orleans, LA^Atlanta, GA
4307^Montrose/Delta, CO^Atlanta, GA
4309^Myrtle Beach, SC^Atlanta, GA
4325^Oklahoma City, OK^Atlanta, GA
4326^Oklahoma City, OK^Atlanta, GA
4342^Omaha, NE^Atlanta, GA
4349^Chicago, IL^Atlanta, GA
4351^Chicago, IL^Atlanta, GA
4352^Chicago, IL^Detroit, MI
4354^Chicago, IL^Detroit, MI
4355^Chicago, IL^Minneapolis, MN
4356^Norfolk, VA^Atlanta, GA
4357^Norfolk, VA^Atlanta, GA
4359^West Palm Beach/Palm Beach, FL^Atlanta, GA
4360^West Palm Beach/Palm Beach, FL^Detroit, MI
4361^West Palm Beach/Palm Beach, FL^New York, NY
4362^West Palm Beach/Palm Beach, FL^New York, NY
4365^Portland, OR^Atlanta, GA
4383^Philadelphia, PA^Atlanta, GA
4413^Phoenix, AZ^Atlanta, GA
4422^Phoenix, AZ^Detroit, MI
4425^Phoenix, AZ^Los Angeles, CA
4444^Pittsburgh, PA^Atlanta, GA
4445^Pittsburgh, PA^Atlanta, GA
4451^Pensacola, FL^Atlanta, GA
4452^Pensacola, FL^Atlanta, GA
4467^Providence, RI^Atlanta, GA
4473^Portland, ME^Atlanta, GA
4475^Raleigh/Durham, NC^Atlanta, GA
4476^Raleigh/Durham, NC^Atlanta, GA
4484^Richmond, VA^Atlanta, GA
4487^Fort Myers, FL^Atlanta, GA
4488^Fort Myers, FL^Atlanta, GA
4489^Fort Myers, FL^Cincinnati, OH
4491^Fort Myers, FL^Detroit, MI
4492^Fort Myers, FL^Detroit, MI
4493^Fort Myers, FL^New York, NY
4496^Fort Myers, FL^New York, NY
4498^Fort Myers, FL^Minneapolis, MN
4500^San Diego, CA^Atlanta, GA
4502^San Diego, CA^Detroit, MI
4506^San Antonio, TX^Atlanta, GA
4521^Savannah, GA^Atlanta, GA
4523^Savannah, GA^Atlanta, GA
4525^Louisville, KY^Atlanta, GA
4528^Seattle, WA^Atlanta, GA
4530^Seattle, WA^Detroit, MI
4534^Seattle, WA^Minneapolis, MN
4542^Seattle, WA^Salt Lake City, UT
4543^San Francisco, CA^Atlanta, GA
4544^San Francisco, CA^Detroit, MI
4547^San Francisco, CA^Minneapolis, MN
4548^Springfield, MO^Atlanta, GA
4549^Shreveport, LA^Atlanta, GA
4562^Salt Lake City, UT^Atlanta, GA
4595^Salt Lake City, UT^Seattle, WA
4603^Sacramento, CA^Atlanta, GA
4618^Sarasota/Bradenton, FL^Atlanta, GA
4623^St. Louis, MO^Atlanta, GA
4624^St. Louis, MO^Atlanta, GA
4631^Syracuse, NY^Atlanta, GA
4632^Syracuse, NY^Atlanta, GA
4633^Tallahassee, FL^Atlanta, GA
4634^Tallahassee, FL^Atlanta, GA
4638^Tampa, FL^Atlanta, GA
4639^Tampa, FL^Atlanta, GA
4641^Tampa, FL^Cincinnati, OH
4643^Tampa, FL^Detroit, MI
4644^Tampa, FL^Detroit, MI
4645^Tampa, FL^New York, NY
4646^Tampa, FL^Los Angeles, CA
4647^Tampa, FL^New York, NY
4649^Tampa, FL^Minneapolis, MN
4651^Bristol/Johnson City/Kingsport, TN^Atlanta, GA
4652^Tulsa, OK^Atlanta, GA
4653^Tulsa, OK^Atlanta, GA
4656^Knoxville, TN^Atlanta, GA
4657^Knoxville, TN^Atlanta, GA
4660^Valparaiso, FL^Atlanta, GA
4663^Fayetteville, AR^Atlanta, GA
4665^Montreal, Canada^Atlanta, GA
4671^Montreal, Canada^Minneapolis, MN
4689^Atlanta, GA^Belize City, Belize
4691^Atlanta, GA^Cancun, Mexico
4694^Atlanta, GA^Grand Cayman, Cayman Islands
4701^Atlanta, GA^Montego Bay, Jamaica
4702^Atlanta, GA^Nassau, The Bahamas
4703^Atlanta, GA^Nassau, The Bahamas
4705^Atlanta, GA^Providenciales, Turks and Caicos Islands
4709^Belize City, Belize^Atlanta, GA
4712^Cancun, Mexico^Atlanta, GA
4718^Cancun, Mexico^Orlando, FL
4729^Grand Cayman, Cayman Islands^Atlanta, GA
4732^Guadalajara, Mexico^Los Angeles, CA
4738^New York, NY^Nassau, The Bahamas
4742^Los Angeles, CA^Guadalajara, Mexico
4745^Montego Bay, Jamaica^Atlanta, GA
4747^Orlando, FL^Cancun, Mexico
4752^Nassau, The Bahamas^Atlanta, GA
4753^Nassau, The Bahamas^Atlanta, GA
4755^Nassau, The Bahamas^New York, NY
4759^Providenciales, Turks and Caicos Islands^Atlanta, GA
4765^Amsterdam, Netherlands^Atlanta, GA
4767^Atlanta, GA^Amsterdam, Netherlands
4768^Atlanta, GA^Dubai, United Arab Emirates
4769^Atlanta, GA^Johannesburg, South Africa
4774^Dubai, United Arab Emirates^Atlanta, GA
4777^New York, NY^Tel Aviv, Israel
4778^Johannesburg, South Africa^Atlanta, GA
4780^Tel Aviv, Israel^New York, NY
4781^Atlanta, GA^Tokyo, Japan
4782^Detroit, MI^Nagoya, Japan
4784^Detroit, MI^Beijing, China
4786^Hong Kong, Hong Kong^Seattle, WA
4787^New York, NY^Tokyo, Japan
4789^Los Angeles, CA^Tokyo, Japan
4790^Los Angeles, CA^Sydney, Australia
4792^Minneapolis, MN^Tokyo, Japan
4793^Nagoya, Japan^Detroit, MI
4794^Tokyo, Japan^Atlanta, GA
4796^Tokyo, Japan^New York, NY
4798^Tokyo, Japan^Los Angeles, CA
4799^Tokyo, Japan^Minneapolis, MN
4801^Beijing, China^Detroit, MI
4802^Beijing, China^Seattle, WA
4804^Shanghai, China^Seattle, WA
4805^Seattle, WA^Hong Kong, Hong Kong
4806^Seattle, WA^Beijing, China
4808^Seattle, WA^Shanghai, China
4809^Sydney, Australia^Los Angeles, CA
4815^Barranquilla, Colombia^Miami, FL
4816^Bogota, Colombia^Fort Lauderdale, FL
4818^Bogota, Colombia^Fort Lauderdale, FL
4819^Bogota, Colombia^Washington, DC
4820^Bogota, Colombia^New York, NY
4821^Bogota, Colombia^New York, NY
4822^Bogota, Colombia^New York, NY
4823^Bogota, Colombia^New York, NY
4824^Bogota, Colombia^Orlando, FL
4825^Bogota, Colombia^Orlando, FL
4826^Bogota, Colombia^Miami, FL
4827^Bogota, Colombia^Miami, FL
4828^Bogota, Colombia^Miami, FL
4830^Bogota, Colombia^San Juan, PR
4832^Cali, Colombia^Miami, FL
4834^Cartagena, Colombia^New York, NY
4836^Cartagena, Colombia^Miami, FL
4837^Fort Lauderdale, FL^Bogota, Colombia
4839^Fort Lauderdale, FL^Bogota, Colombia
4840^Washington, DC^Bogota, Colombia
4841^New York, NY^Bogota, Colombia
4842^New York, NY^Bogota, Colombia
4843^New York, NY^Bogota, Colombia
4844^New York, NY^Bogota, Colombia
4845^New York, NY^Cartagena, Colombia
4846^New York, NY^Medellin, Colombia
4847^Orlando, FL^Bogota, Colombia
4848^Orlando, FL^Bogota, Colombia
4849^Medellin, Colombia^New York, NY
4851^Medellin, Colombia^Miami, FL
4853^Miami, FL^Barranquilla, Colombia
4854^Miami, FL^Bogota, Colombia
4855^Miami, FL^Bogota, Colombia
4856^Miami, FL^Bogota, Colombia
4858^Miami, FL^Cali, Colombia
4861^Miami, FL^Cartagena, Colombia
4863^Miami, FL^Medellin, Colombia
4865^San Juan, PR^Bogota, Colombia
4866^Guatemala City, Guatemala^Los Angeles, CA
4867^Los Angeles, CA^Guatemala City, Guatemala
5165^Cancun, Mexico^New York, NY
5168^Cancun, Mexico^Milwaukee, WI
5173^Denver, CO^Mexico City, Mexico
5174^Denver, CO^Mexico City, Mexico
5177^Fresno, CA^Guadalajara, Mexico
5180^Guadalajara, Mexico^Fresno, CA
5182^Guadalajara, Mexico^Los Angeles, CA
5184^Guadalajara, Mexico^Ontario, CA
5185^Guadalajara, Mexico^Chicago, IL
5186^Guadalajara, Mexico^Chicago, IL
5187^Guadalajara, Mexico^San Francisco, CA
5189^Guadalajara, Mexico^Sacramento, CA
5191^Washington, DC^Mexico City, Mexico
5195^New York, NY^Cancun, Mexico
5197^New York, NY^Mexico City, Mexico
5198^New York, NY^Mexico City, Mexico
5201^Las Vegas, NV^Mexico City, Mexico
5202^Las Vegas, NV^Mexico City, Mexico
5208^Los Angeles, CA^Guadalajara, Mexico
5209^Los Angeles, CA^Mexico City, Mexico
5210^Los Angeles, CA^Mexico City, Mexico
5212^Los Angeles, CA^Mexico City, Mexico
5215^Orlando, FL^Mexico City, Mexico
5216^Orlando, FL^Mexico City, Mexico
5220^Mexico City, Mexico^Denver, CO
5221^Mexico City, Mexico^Denver, CO
5222^Mexico City, Mexico^Washington, DC
5226^Mexico City, Mexico^New York, NY
5227^Mexico City, Mexico^New York, NY
5228^Mexico City, Mexico^Las Vegas, NV
5229^Mexico City, Mexico^Las Vegas, NV
5230^Mexico City, Mexico^Los Angeles, CA
5231^Mexico City, Mexico^Los Angeles, CA
5233^Mexico City, Mexico^Los Angeles, CA
5234^Mexico City, Mexico^Orlando, FL
5235^Mexico City, Mexico^Orlando, FL
5236^Mexico City, Mexico^Miami, FL
5237^Mexico City, Mexico^Miami, FL
5238^Mexico City, Mexico^Chicago, IL
5239^Mexico City, Mexico^Chicago, IL
5241^Mexico City, Mexico^San Francisco, CA
5242^Mexico City, Mexico^San Francisco, CA
5243^Miami, FL^Mexico City, Mexico
5244^Miami, FL^Mexico City, Mexico
5245^Milwaukee, WI^Cancun, Mexico
5255^Ontario, CA^Guadalajara, Mexico
5257^Chicago, IL^Guadalajara, Mexico
5258^Chicago, IL^Guadalajara, Mexico
5260^Chicago, IL^Mexico City, Mexico
5261^Chicago, IL^Mexico City, Mexico
5267^San Francisco, CA^Guadalajara, Mexico
5268^San Francisco, CA^Mexico City, Mexico
5269^San Francisco, CA^Mexico City, Mexico
5272^Sacramento, CA^Guadalajara, Mexico
5275^Boston, MA^Panama City, Panama
5277^Fort Lauderdale, FL^Panama City, Panama
5279^Washington, DC^Panama City, Panama
5280^Washington, DC^Panama City, Panama
5282^New York, NY^Panama City, Panama
5283^Las Vegas, NV^Panama City, Panama
5284^Los Angeles, CA^Panama City, Panama
5285^Orlando, FL^Panama City, Panama
5286^Orlando, FL^Panama City, Panama
5287^Miami, FL^Panama City, Panama
5288^Miami, FL^Panama City, Panama
5289^Chicago, IL^Panama City, Panama
5290^Panama City, Panama^Boston, MA
5292^Panama City, Panama^Fort Lauderdale, FL
5294^Panama City, Panama^Washington, DC
5295^Panama City, Panama^Washington, DC
5297^Panama City, Panama^New York, NY
5298^Panama City, Panama^Las Vegas, NV
5299^Panama City, Panama^Los Angeles, CA
5300^Panama City, Panama^Orlando, FL
5301^Panama City, Panama^Orlando, FL
5302^Panama City, Panama^Miami, FL
5303^Panama City, Panama^Miami, FL
5304^Panama City, Panama^Chicago, IL
5305^Panama City, Panama^San Juan, PR
5306^Panama City, Panama^San Juan, PR
5307^Panama City, Panama^San Juan, PR
5308^Panama City, Panama^Tampa, FL
5309^San Juan, PR^Panama City, Panama
5310^San Juan, PR^Panama City, Panama
5311^San Juan, PR^Panama City, Panama
5312^Tampa, FL^Panama City, Panama
5314^Apia, Samoa^Pago Pago, TT
5316^Pago Pago, TT^Apia, Samoa
5317^New York, NY^Lahore, Pakistan
5318^Karachi, Pakistan^New York, NY
5321^Miami, FL^Aruba, Aruba
5323^New York, NY^Moscow, Russia
5328^Miami, FL^Moscow, Russia
5329^Aguascalientes, Mexico^Los Angeles, CA
5330^Leon/Guanajuato, Mexico^Chicago, IL
5337^Denver, CO^Mexico City, Mexico
5339^Fresno, CA^Guadalajara, Mexico
5341^Guadalajara, Mexico^Fresno, CA
5342^Guadalajara, Mexico^Las Vegas, NV
5344^Guadalajara, Mexico^Los Angeles, CA
5345^Guadalajara, Mexico^Orlando, FL
5346^Guadalajara, Mexico^Chicago, IL
5347^Guadalajara, Mexico^Oakland, CA
5348^Guadalajara, Mexico^Ontario, CA
5349^Guadalajara, Mexico^Chicago, IL
5350^Guadalajara, Mexico^Portland, OR
5351^Guadalajara, Mexico^Phoenix, AZ
5353^Guadalajara, Mexico^San Antonio, TX
5354^Guadalajara, Mexico^San Jose, CA
5355^Guadalajara, Mexico^Sacramento, CA
5359^Las Vegas, NV^Guadalajara, Mexico
5361^Las Vegas, NV^Mexico City, Mexico
5363^Los Angeles, CA^Aguascalientes, Mexico
5364^Los Angeles, CA^Guadalajara, Mexico
5365^Los Angeles, CA^Mexico City, Mexico
5366^Los Angeles, CA^Morelia, Mexico
5368^Los Angeles, CA^Zacatecas, Mexico
5369^Orlando, FL^Guadalajara, Mexico
5370^Orlando, FL^Mexico City, Mexico
5371^Chicago, IL^Leon/Guanajuato, Mexico
5372^Chicago, IL^Guadalajara, Mexico
5373^Chicago, IL^Morelia, Mexico
5374^Chicago, IL^Zacatecas, Mexico
5375^Mexico City, Mexico^Denver, CO
5377^Mexico City, Mexico^Las Vegas, NV
5379^Mexico City, Mexico^Los Angeles, CA
5380^Mexico City, Mexico^Orlando, FL
5381^Mexico City, Mexico^Oakland, CA
5382^Mexico City, Mexico^Chicago, IL
5384^Mexico City, Mexico^San Diego, CA
5385^Morelia, Mexico^Los Angeles, CA
5386^Morelia, Mexico^Chicago, IL
5387^Morelia, Mexico^Oakland, CA
5390^Oakland, CA^Guadalajara, Mexico
5392^Oakland, CA^Morelia, Mexico
5393^Ontario, CA^Guadalajara, Mexico
5395^Chicago, IL^Mexico City, Mexico
5396^Portland, OR^Guadalajara, Mexico
5397^Phoenix, AZ^Guadalajara, Mexico
5400^San Diego, CA^Mexico City, Mexico
5401^San Antonio, TX^Guadalajara, Mexico
5402^San Jose, CA^Guadalajara, Mexico
5403^Sacramento, CA^Guadalajara, Mexico
5405^Zacatecas, Mexico^Los Angeles, CA
5406^Zacatecas, Mexico^Chicago, IL
5408^Atlanta, GA^Frankfurt, Germany
5415^Boston, MA^Frankfurt, Germany
5416^Boston, MA^Munich, Germany
5417^Boston, MA^Munich, Germany
5419^Charlotte, NC^Munich, Germany
5421^Denver, CO^Frankfurt, Germany
5423^Dallas/Fort Worth, TX^Frankfurt, Germany
5426^Detroit, MI^Frankfurt, Germany
5427^Detroit, MI^Frankfurt, Germany
5428^Detroit, MI^Frankfurt, Germany
5429^Dusseldorf, Germany^Newark, NJ
5430^Dusseldorf, Germany^Chicago, IL
5431^Newark, NJ^Dusseldorf, Germany
5432^Newark, NJ^Frankfurt, Germany
5433^Newark, NJ^Munich, Germany
5434^Newark, NJ^Munich, Germany
5435^Frankfurt, Germany^Atlanta, GA
5436^Frankfurt, Germany^Atlanta, GA
5440^Frankfurt, Germany^Boston, MA
5441^Frankfurt, Germany^Denver, CO
5443^Frankfurt, Germany^Dallas/Fort Worth, TX
5444^Frankfurt, Germany^Detroit, MI
5445^Frankfurt, Germany^Detroit, MI
5446^Frankfurt, Germany^Detroit, MI
5447^Frankfurt, Germany^Newark, NJ
5448^Frankfurt, Germany^Washington, DC
5449^Frankfurt, Germany^Houston, TX
5451^Frankfurt, Germany^New York, NY
5453^Frankfurt, Germany^New York, NY
5457^Frankfurt, Germany^Los Angeles, CA
5458^Frankfurt, Germany^Orlando, FL
5459^Frankfurt, Germany^Miami, FL
5460^Frankfurt, Germany^Chicago, IL
5464^Frankfurt, Germany^Philadelphia, PA
5465^Frankfurt, Germany^Philadelphia, PA
5466^Frankfurt, Germany^Seattle, WA
5467^Frankfurt, Germany^Seattle, WA
5468^Frankfurt, Germany^San Francisco, CA
5470^Washington, DC^Frankfurt, Germany
5471^Houston, TX^Frankfurt, Germany
5475^New York, NY^Frankfurt, Germany
5477^New York, NY^Frankfurt, Germany
5483^New York, NY^Munich, Germany
5484^Los Angeles, CA^Frankfurt, Germany
5486^Los Angeles, CA^Munich, Germany
5487^Orlando, FL^Frankfurt, Germany
5489^Miami, FL^Frankfurt, Germany
5490^Miami, FL^Munich, Germany
5492^Munich, Germany^Boston, MA
5493^Munich, Germany^Boston, MA
5494^Munich, Germany^Charlotte, NC
5496^Munich, Germany^Newark, NJ
5497^Munich, Germany^Newark, NJ
5498^Munich, Germany^New York, NY
5499^Munich, Germany^Los Angeles, CA
5500^Munich, Germany^Miami, FL
5502^Munich, Germany^Chicago, IL
5503^Munich, Germany^San Francisco, CA
5505^Chicago, IL^Dusseldorf, Germany
5506^Chicago, IL^Frankfurt, Germany
5513^Chicago, IL^Munich, Germany
5515^Philadelphia, PA^Frankfurt, Germany
5516^Philadelphia, PA^Frankfurt, Germany
5517^Seattle, WA^Frankfurt, Germany
5518^Seattle, WA^Frankfurt, Germany
5519^San Francisco, CA^Frankfurt, Germany
5520^San Francisco, CA^Munich, Germany
5524^Tokyo, Japan^Honolulu, HI
5525^Tokyo, Japan^Honolulu, HI
5526^Tokyo, Japan^Los Angeles, CA
5527^Honolulu, HI^Tokyo, Japan
5528^Honolulu, HI^Tokyo, Japan
5529^Washington, DC^Tokyo, Japan
5530^New York, NY^Tokyo, Japan
5531^Los Angeles, CA^Tokyo, Japan
5532^Los Angeles, CA^Tokyo, Japan
5533^Tokyo, Japan^Washington, DC
5534^Tokyo, Japan^New York, NY
5535^Tokyo, Japan^Los Angeles, CA
5536^Tokyo, Japan^Chicago, IL
5537^Tokyo, Japan^Seattle, WA
5538^Tokyo, Japan^San Francisco, CA
5539^Tokyo, Japan^San Jose, CA
5540^Chicago, IL^Tokyo, Japan
5541^Seattle, WA^Tokyo, Japan
5542^San Francisco, CA^Tokyo, Japan
5543^San Jose, CA^Tokyo, Japan
5548^Moscow, Russia^Houston, TX
5549^Frankfurt, Germany^New York, NY
5551^Hong Kong, Hong Kong^San Francisco, CA
5552^Houston, TX^Moscow, Russia
5553^Seoul, South Korea^San Francisco, CA
5554^New York, NY^Frankfurt, Germany
5559^Los Angeles, CA^Tokyo, Japan
5560^Tokyo, Japan^Los Angeles, CA
5561^San Francisco, CA^Hong Kong, Hong Kong
5562^San Francisco, CA^Seoul, South Korea
5596^Atlanta, GA^Seoul, South Korea
5605^Dallas/Fort Worth, TX^Seoul, South Korea
5608^Sao Paulo, Brazil^Los Angeles, CA
5610^Guam, TT^Seoul, South Korea
5611^Guam, TT^Osaka, Japan
5615^Guam, TT^Busan, South Korea
5621^Honolulu, HI^Seoul, South Korea
5623^Honolulu, HI^Tokyo, Japan
5624^Honolulu, HI^Tokyo, Japan
5625^Washington, DC^Seoul, South Korea
5626^Washington, DC^Seoul, South Korea
5627^Houston, TX^Seoul, South Korea
5635^Seoul, South Korea^Atlanta, GA
5636^Seoul, South Korea^Dallas/Fort Worth, TX
5637^Seoul, South Korea^Guam, TT
5639^Seoul, South Korea^Honolulu, HI
5640^Seoul, South Korea^Washington, DC
5641^Seoul, South Korea^Washington, DC
5642^Seoul, South Korea^Houston, TX
5643^Seoul, South Korea^New York, NY
5644^Seoul, South Korea^Las Vegas, NV
5646^Seoul, South Korea^Los Angeles, CA
5647^Seoul, South Korea^Los Angeles, CA
5648^Seoul, South Korea^Chicago, IL
5650^Seoul, South Korea^Seattle, WA
5651^Seoul, South Korea^San Francisco, CA
5652^Seoul, South Korea^San Francisco, CA
5657^New York, NY^Seoul, South Korea
5659^Osaka, Japan^Guam, TT
5662^Las Vegas, NV^Seoul, South Korea
5664^Los Angeles, CA^Sao Paulo, Brazil
5666^Los Angeles, CA^Seoul, South Korea
5667^Los Angeles, CA^Seoul, South Korea
5682^Tokyo, Japan^Honolulu, HI
5684^Chicago, IL^Seoul, South Korea
5692^Busan, South Korea^Guam, TT
5695^Seattle, WA^Seoul, South Korea
5699^San Francisco, CA^Seoul, South Korea
5700^San Francisco, CA^Seoul, South Korea
5724^Brisbane, Australia^Los Angeles, CA
5725^Dallas/Fort Worth, TX^Sydney, Australia
5727^Honolulu, HI^Sydney, Australia
5729^New York, NY^Los Angeles, CA
5731^Los Angeles, CA^Brisbane, Australia
5733^Los Angeles, CA^New York, NY
5734^Los Angeles, CA^Melbourne, Australia
5735^Los Angeles, CA^Melbourne, Australia
5736^Los Angeles, CA^Sydney, Australia
5737^Los Angeles, CA^Sydney, Australia
5738^Melbourne, Australia^Los Angeles, CA
5739^Melbourne, Australia^Los Angeles, CA
5743^Sydney, Australia^Dallas/Fort Worth, TX
5744^Sydney, Australia^Honolulu, HI
5745^Sydney, Australia^Los Angeles, CA
5746^Sydney, Australia^Los Angeles, CA
5747^Seoul, South Korea^Los Angeles, CA
5748^Los Angeles, CA^Seoul, South Korea
5749^Atlanta, GA^London, United Kingdom
5751^Boston, MA^London, United Kingdom
5752^Newark, NJ^London, United Kingdom
5754^Newark, NJ^London, United Kingdom
5755^Washington, DC^London, United Kingdom
5756^Washington, DC^London, United Kingdom
5757^Washington, DC^London, United Kingdom
5759^New York, NY^London, United Kingdom
5760^New York, NY^London, United Kingdom
5762^New York, NY^London, United Kingdom
5763^Las Vegas, NV^London, United Kingdom
5764^Los Angeles, CA^London, United Kingdom
5765^London, United Kingdom^Las Vegas, NV
5766^London, United Kingdom^Orlando, FL
5767^London, United Kingdom^Atlanta, GA
5769^London, United Kingdom^Boston, MA
5770^London, United Kingdom^Newark, NJ
5772^London, United Kingdom^Newark, NJ
5773^London, United Kingdom^Washington, DC
5774^London, United Kingdom^Washington, DC
5775^London, United Kingdom^Washington, DC
5776^London, United Kingdom^New York, NY
5777^London, United Kingdom^New York, NY
5779^London, United Kingdom^New York, NY
5780^London, United Kingdom^Los Angeles, CA
5781^London, United Kingdom^Miami, FL
5782^London, United Kingdom^San Francisco, CA
5783^Manchester, United Kingdom^Orlando, FL
5784^Orlando, FL^London, United Kingdom
5785^Orlando, FL^Manchester, United Kingdom
5786^Miami, FL^London, United Kingdom
5787^San Francisco, CA^London, United Kingdom
5788^Dallas/Fort Worth, TX^Mexico City, Mexico
5790^Houston, TX^Mexico City, Mexico
5791^Houston, TX^Monterrey, Mexico
5794^New York, NY^Monterrey, Mexico
5799^Mexico City, Mexico^Dallas/Fort Worth, TX
5800^Mexico City, Mexico^Houston, TX
5801^Mexico City, Mexico^San Antonio, TX
5802^Miami, FL^Merida, Mexico
5803^Merida, Mexico^Miami, FL
5804^Monterrey, Mexico^Houston, TX
5805^Monterrey, Mexico^New York, NY
5806^Monterrey, Mexico^San Antonio, TX
5807^San Antonio, TX^Mexico City, Mexico
5819^Barcelona, Venezuela^Miami, FL
5820^Miami, FL^Barcelona, Venezuela
5821^Brussels, Belgium^Newark, NJ
5822^Newark, NJ^Brussels, Belgium
5823^Newark, NJ^Paris, France
5824^New York, NY^Paris, France
5825^Paris, France^Newark, NJ
5826^Paris, France^New York, NY
5827^Mumbai, India^Newark, NJ
5828^Delhi, India^New York, NY
5829^Delhi, India^Chicago, IL
5830^Newark, NJ^Mumbai, India
5831^New York, NY^Delhi, India
5832^Chicago, IL^Delhi, India
5833^Helsinki, Finland^New York, NY
5834^Helsinki, Finland^Miami, FL
5835^New York, NY^Helsinki, Finland
5836^Miami, FL^Helsinki, Finland
5837^Atlanta, GA^London, United Kingdom
5838^Austin, TX^London, United Kingdom
5839^Boston, MA^London, United Kingdom
5840^Boston, MA^London, United Kingdom
5841^Boston, MA^London, United Kingdom
5842^Baltimore, MD^London, United Kingdom
5843^Denver, CO^London, United Kingdom
5845^Dallas/Fort Worth, TX^London, United Kingdom
5847^Newark, NJ^London, United Kingdom
5848^Newark, NJ^London, United Kingdom
5849^Washington, DC^London, United Kingdom
5851^Washington, DC^London, United Kingdom
5852^Houston, TX^London, United Kingdom
5853^Houston, TX^London, United Kingdom
5855^New York, NY^London, United Kingdom
5856^New York, NY^London, United Kingdom
5857^New York, NY^London, United Kingdom
5858^New York, NY^London, United Kingdom
5859^Las Vegas, NV^London, United Kingdom
5860^Los Angeles, CA^London, United Kingdom
5861^Los Angeles, CA^London, United Kingdom
5862^London, United Kingdom^Orlando, FL
5863^London, United Kingdom^Tampa, FL
5864^London, United Kingdom^Atlanta, GA
5865^London, United Kingdom^Austin, TX
5866^London, United Kingdom^Boston, MA
5867^London, United Kingdom^Boston, MA
5868^London, United Kingdom^Boston, MA
5869^London, United Kingdom^Baltimore, MD
5870^London, United Kingdom^Denver, CO
5872^London, United Kingdom^Dallas/Fort Worth, TX
5874^London, United Kingdom^Newark, NJ
5875^London, United Kingdom^Newark, NJ
5876^London, United Kingdom^Washington, DC
5878^London, United Kingdom^Washington, DC
5879^London, United Kingdom^Houston, TX
5880^London, United Kingdom^Houston, TX
5881^London, United Kingdom^New York, NY
5882^London, United Kingdom^New York, NY
5883^London, United Kingdom^New York, NY
5884^London, United Kingdom^New York, NY
5885^London, United Kingdom^Las Vegas, NV
